N,Nx,nrun,runtime
1048576,33554432,22,1.046506229
1048576,33554432,18,1.0559241
1048576,33554432,8,1.047296555
1048576,33554432,7,1.045963622
1048576,33554432,24,1.047882117
1048576,33554432,14,1.041282823
1048576,33554432,5,1.047411461
1048576,33554432,4,1.037882594
1048576,33554432,13,1.048352037
1048576,33554432,1,1.053137513
1048576,33554432,19,1.044293447
1048576,33554432,11,1.058692593
1048576,33554432,12,1.044901641
1048576,33554432,6,1.054584026
1048576,33554432,9,1.044694271
1048576,33554432,17,1.037883678
1048576,33554432,3,1.05015285
1048576,33554432,10,1.062534144
1048576,33554432,2,1.046187662
1048576,33554432,15,1.047239634
1048576,33554432,20,1.039074339
1048576,33554432,16,1.059452436
1048576,33554432,25,1.054438826
1048576,33554432,21,1.047104745
1048576,33554432,23,1.044290864
1048576,32768,22,0.263290913
1048576,32768,18,0.262996144
1048576,32768,8,0.265375276
1048576,32768,7,0.262630974
1048576,32768,24,0.26214283
1048576,32768,14,0.263451151
1048576,32768,5,0.262200856
1048576,32768,4,0.262346532
1048576,32768,13,0.263818769
1048576,32768,1,0.26008166
1048576,32768,19,0.265170109
1048576,32768,11,0.26191664
1048576,32768,12,0.2619286
1048576,32768,6,0.264187924
1048576,32768,9,0.263285169
1048576,32768,17,0.265126243
1048576,32768,3,0.263337967
1048576,32768,10,0.262712682
1048576,32768,2,0.262860751
1048576,32768,15,0.260229278
1048576,32768,20,0.263897203
1048576,32768,16,0.260488709
1048576,32768,25,0.26060609
1048576,32768,21,0.263255562
1048576,32768,23,0.262780714
1048576,262144,22,0.359911377
1048576,262144,18,0.356104223
1048576,262144,8,0.370484082
1048576,262144,7,0.355724834
1048576,262144,24,0.352290892
1048576,262144,14,0.354024897
1048576,262144,5,0.352332124
1048576,262144,4,0.352969675
1048576,262144,13,0.353404949
1048576,262144,1,0.351519565
1048576,262144,19,0.350971174
1048576,262144,11,0.351155715
1048576,262144,12,0.353773153
1048576,262144,6,0.351713506
1048576,262144,9,0.350912048
1048576,262144,17,0.353810155
1048576,262144,3,0.354941657
1048576,262144,10,0.352949807
1048576,262144,2,0.352238707
1048576,262144,15,0.357225199
1048576,262144,20,0.356468725
1048576,262144,16,0.357155261
1048576,262144,25,0.354450531
1048576,262144,21,0.352215615
1048576,262144,23,0.358182274
1048576,16777216,22,0.896792797
1048576,16777216,18,0.913989742
1048576,16777216,8,0.898142535
1048576,16777216,7,0.898436614
1048576,16777216,24,0.90023537
1048576,16777216,14,0.897005094
1048576,16777216,5,0.905206706
1048576,16777216,4,0.896614222
1048576,16777216,13,0.899753543
1048576,16777216,1,0.899206156
1048576,16777216,19,0.896415853
1048576,16777216,11,0.899305223
1048576,16777216,12,0.903712099
1048576,16777216,6,0.902221009
1048576,16777216,9,0.897647476
1048576,16777216,17,0.906642777
1048576,16777216,3,0.894913528
1048576,16777216,10,0.898875155
1048576,16777216,2,0.905043109
1048576,16777216,15,0.903828883
1048576,16777216,20,0.900917686
1048576,16777216,16,0.896799711
1048576,16777216,25,0.899967494
1048576,16777216,21,0.906676517
1048576,16777216,23,0.895900064
